,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
66909,2016,30,1433,62,1292,56,A,0,20,63,8,25,14,21,13,34,10,13,12,3,18,20,56,4,21,12,18,8,34,11,17,5,6,17
66910,2016,30,1435,102,1178,52,H,0,35,61,12,26,20,30,11,42,18,12,7,11,14,16,70,11,27,9,12,13,21,4,15,6,1,22
66911,2016,30,1436,68,1171,63,A,0,22,47,5,20,19,30,10,22,8,14,9,8,15,23,56,6,15,11,15,13,22,12,15,4,0,23
66912,2016,30,1447,62,1288,61,H,0,21,55,7,20,13,17,11,29,13,16,5,7,16,23,61,8,16,7,9,10,23,12,13,6,2,16
66913,2016,30,1457,83,1149,82,A,0,28,56,6,19,21,28,9,34,12,12,1,8,17,29,78,14,40,10,10,15,21,14,3,7,3,24
66914,2016,30,1458,66,1393,58,A,1,25,60,5,18,11,12,16,35,15,20,4,7,18,20,56,7,24,11,20,6,19,12,11,8,5,16
66915,2016,30,1461,68,1176,52,A,0,20,38,8,18,20,24,7,22,14,15,3,2,15,19,47,3,19,11,13,8,13,11,9,9,0,22
66916,2016,30,1463,79,1136,40,H,0,26,61,6,24,21,27,16,35,17,7,7,5,15,15,53,4,21,6,13,7,23,7,13,3,5,24
66917,2016,30,1464,65,1352,58,H,0,24,56,8,25,9,15,11,22,17,8,9,0,9,21,53,11,32,5,6,8,24,14,14,4,3,14
66918,2016,31,1174,67,1378,58,H,0,17,55,4,17,29,37,16,32,8,12,7,1,12,23,62,5,23,7,13,9,25,6,11,11,11,27
66919,2016,31,1213,75,1141,72,H,0,26,57,8,18,15,23,14,23,14,17,8,1,20,20,50,10,28,22,26,8,21,8,17,10,1,24
66920,2016,31,1236,75,1142,73,A,0,28,59,14,30,5,8,8,25,18,10,4,1,16,27,61,7,17,12,20,13,26,16,10,5,5,14
66921,2016,31,1241,63,1444,57,H,0,20,56,8,28,15,22,7,32,7,10,2,3,13,20,60,9,21,8,9,9,30,11,13,3,1,19
66922,2016,31,1253,83,1161,77,A,0,31,68,11,24,10,16,10,26,18,7,10,3,27,21,53,12,32,23,39,14,30,13,14,1,3,17
66923,2016,31,1254,84,1262,72,H,0,29,62,12,26,14,24,14,28,19,14,9,2,23,25,61,5,21,17,22,11,26,13,13,5,0,24
66924,2016,31,1300,86,1290,79,H,0,30,56,10,22,16,27,15,26,18,19,10,2,20,28,57,8,16,15,18,6,18,12,16,8,0,21
66925,2016,31,1306,86,1101,75,A,0,32,60,6,17,16,24,9,24,18,13,3,1,20,24,50,8,15,19,24,4,25,12,12,3,4,22
66926,2016,31,1328,111,1146,68,H,0,36,69,13,22,26,35,15,39,20,10,5,7,22,23,61,7,18,15,29,7,22,12,9,6,4,23
66927,2016,31,1347,56,1251,52,H,0,20,61,4,21,12,15,18,22,11,9,8,2,13,20,50,4,23,8,11,10,24,7,14,5,2,17
66928,2016,31,1415,77,1294,66,H,0,25,56,9,24,18,26,10,31,17,12,4,3,16,24,65,7,18,11,17,12,22,7,10,4,3,21
66929,2016,31,1417,87,1246,77,H,0,28,53,5,11,26,34,10,28,16,10,5,3,18,25,66,8,25,19,25,16,21,12,8,6,2,27
66930,2016,31,1419,81,1418,70,H,0,25,48,9,15,22,26,5,26,13,16,4,2,20,27,69,2,18,14,20,16,21,10,12,12,1,21
66931,2016,31,1425,75,1364,63,A,0,25,64,7,24,18,23,18,28,16,10,7,8,11,25,59,10,19,3,6,9,23,19,13,2,2,17
66932,2016,31,1426,90,1317,67,H,0,32,61,9,18,17,27,14,33,25,20,10,3,22,26,58,6,17,9,27,10,19,15,17,12,4,19
66933,2016,31,1434,61,1125,57,H,0,23,65,6,25,9,12,12,26,8,10,6,2,20,20,47,7,25,10,14,5,32,11,19,4,4,18
66934,2016,31,1454,64,1188,51,H,0,22,54,7,19,13,18,3,31,16,8,4,3,17,20,59,2,15,9,14,10,33,6,12,2,3,20
66935,2016,32,1103,75,1267,65,A,0,27,65,9,26,12,16,17,32,16,19,7,3,17,24,60,5,25,12,20,8,25,13,12,4,4,19
66936,2016,32,1104,58,1379,55,A,0,17,40,11,29,13,18,1,27,12,17,5,6,9,21,58,11,29,2,4,10,25,12,16,6,0,19
66937,2016,32,1110,60,1464,56,A,0,23,53,10,28,4,6,7,20,14,9,9,2,10,24,55,6,20,2,2,10,21,14,13,2,3,11
66938,2016,32,1145,96,1284,86,H,0,29,66,16,35,22,29,13,33,20,14,4,5,20,28,69,9,26,21,26,10,29,13,9,8,4,23
66939,2016,32,1168,70,1370,61,A,0,24,65,9,32,13,18,12,24,10,10,10,1,17,19,52,7,19,16,20,10,31,10,20,4,1,19
66940,2016,32,1187,82,1367,71,H,0,27,50,3,13,25,32,11,22,15,12,5,2,19,24,55,13,27,10,18,13,18,19,17,7,2,25
66941,2016,32,1189,77,1198,71,A,0,30,66,12,36,5,8,9,26,20,7,5,2,15,29,57,5,13,8,16,8,29,11,16,5,4,16
66942,2016,32,1193,74,1351,70,H,0,32,63,5,15,5,7,8,28,19,9,7,2,16,23,57,11,30,13,16,8,25,12,12,4,2,15
66943,2016,32,1209,59,1460,46,A,0,22,42,2,8,13,15,1,27,10,14,7,6,12,16,49,9,21,5,6,6,21,10,17,7,1,18
66944,2016,32,1233,101,1265,66,A,0,38,60,12,25,13,20,8,24,24,9,12,7,17,25,66,9,26,7,11,17,17,7,17,2,3,17
66945,2016,32,1243,68,1208,66,A,0,23,59,6,16,16,24,16,20,10,9,6,6,23,23,51,3,10,17,25,11,24,13,13,5,8,20
66946,2016,32,1256,95,1238,88,H,2,25,68,8,29,37,44,16,35,18,17,7,5,18,37,85,8,31,6,14,18,30,13,18,9,5,28
66947,2016,32,1268,96,1384,55,H,0,31,46,9,19,25,29,4,29,22,10,7,7,18,18,62,8,27,11,16,18,14,9,13,1,1,23
66948,2016,32,1281,78,1296,71,H,0,28,52,6,15,16,24,10,28,18,15,6,3,22,22,63,7,23,20,24,17,17,11,9,8,1,22
66949,2016,32,1285,82,1362,50,H,0,32,59,8,21,10,17,11,24,20,9,6,4,20,17,55,7,28,9,14,13,20,8,17,5,3,18
66950,2016,32,1295,74,1117,73,A,0,25,60,8,24,16,26,9,21,8,9,11,1,21,26,56,4,13,17,19,10,30,15,17,4,6,21
66951,2016,32,1310,76,1346,72,H,0,27,47,7,14,15,18,2,24,17,17,7,3,19,25,64,9,24,13,18,15,20,12,14,9,1,22
66952,2016,32,1330,82,1175,38,H,0,30,60,6,23,16,20,17,33,18,10,6,6,15,15,59,3,17,5,12,14,16,8,14,5,3,22
66953,2016,32,1338,96,1182,75,N,0,31,56,10,19,24,28,10,30,22,12,4,3,17,28,65,7,20,12,23,13,16,12,9,8,2,20
66954,2016,32,1373,89,1264,54,H,0,27,55,4,12,31,44,20,23,13,20,10,3,19,21,50,3,14,9,13,8,16,6,24,9,1,34
66955,2016,32,1380,73,1368,69,A,0,26,53,10,17,11,24,7,20,10,11,7,3,26,20,48,6,26,23,35,13,29,13,18,5,0,21
66956,2016,32,1386,80,1162,78,A,0,30,65,9,27,11,12,12,24,21,8,5,7,13,30,63,9,22,9,11,10,24,15,10,3,3,12
66957,2016,32,1388,81,1413,67,H,0,27,52,12,29,15,23,8,33,22,12,5,3,16,26,59,7,18,8,14,5,22,12,8,3,1,23
66958,2016,32,1400,59,1359,49,H,0,20,43,6,21,13,18,8,24,8,14,2,6,20,17,50,3,16,12,14,10,17,9,13,3,1,20
66959,2016,32,1414,70,1334,67,A,0,25,56,5,20,15,21,14,23,17,13,6,1,14,28,57,6,20,5,9,10,20,16,12,3,2,18
66960,2016,32,1424,80,1332,69,H,0,26,58,10,23,18,21,10,26,9,13,4,5,21,24,61,8,23,13,21,14,25,10,15,3,2,20
66961,2016,32,1448,88,1116,85,H,0,31,60,9,22,17,23,13,23,18,15,1,6,20,32,69,5,17,16,19,14,19,15,8,8,4,24
66962,2016,33,1102,61,1176,59,A,0,20,50,4,12,17,23,14,23,12,18,6,0,13,21,45,5,18,12,14,2,20,12,17,10,3,19
66963,2016,33,1107,88,1221,84,A,1,26,55,9,26,27,30,10,27,11,12,2,2,20,29,59,12,27,14,18,6,19,17,10,6,1,25
66964,2016,33,1112,68,1211,63,A,0,27,65,5,15,9,19,12,28,8,9,8,2,12,27,61,3,13,6,8,8,33,11,16,5,4,18
66965,2016,33,1113,67,1401,54,H,0,20,55,10,30,17,24,11,31,14,13,4,6,18,19,61,6,26,10,21,16,28,11,14,6,5,23
66966,2016,33,1114,64,1225,54,A,0,23,46,5,13,13,15,7,18,12,11,9,7,15,19,59,8,22,8,10,22,17,7,17,6,2,18
66967,2016,33,1122,80,1407,71,A,0,26,57,7,18,21,27,14,28,15,13,4,6,17,23,60,13,31,12,17,11,20,14,11,8,3,21
66968,2016,33,1123,66,1309,52,H,0,23,53,7,23,13,20,12,25,12,15,10,5,14,19,55,4,14,10,14,12,21,11,14,6,1,17
66969,2016,33,1129,81,1339,71,A,0,25,60,10,34,21,28,9,31,13,11,7,2,15,30,68,6,22,5,8,9,25,12,12,5,6,24
66970,2016,33,1132,75,1179,63,H,0,26,53,11,17,12,18,8,29,12,12,4,3,20,22,53,6,24,13,20,6,23,11,10,6,2,19
66971,2016,33,1135,76,1136,68,A,0,25,56,12,28,14,18,6,38,17,15,4,2,16,24,70,6,26,14,21,13,28,10,7,10,4,17
66972,2016,33,1139,85,1232,71,H,0,29,51,3,11,24,31,4,29,11,12,9,6,19,25,65,8,28,13,16,12,18,10,14,6,2,24
66973,2016,33,1140,73,1451,68,N,0,30,52,6,14,7,13,6,21,15,14,9,0,17,27,53,8,21,6,11,9,21,15,17,2,0,15
66974,2016,33,1142,77,1201,65,H,0,22,44,8,22,25,35,7,31,14,10,4,3,20,24,69,5,22,12,17,18,23,12,6,3,0,26
66975,2016,33,1143,78,1461,72,A,1,28,63,8,19,14,25,12,31,11,11,8,1,26,24,55,7,23,17,26,5,27,13,12,6,3,16
66976,2016,33,1149,68,1251,61,A,0,22,47,12,28,12,23,3,28,13,13,6,1,15,25,57,5,22,6,10,7,30,11,14,6,1,18
66977,2016,33,1158,82,1154,74,A,0,30,51,2,13,20,30,5,29,14,20,8,3,16,28,67,9,36,9,12,12,22,15,17,10,1,25
66978,2016,33,1165,85,1248,67,H,0,34,65,5,20,12,19,7,30,15,15,15,2,16,25,61,6,28,11,15,7,27,16,20,6,1,19
66979,2016,33,1167,72,1319,55,H,0,26,64,7,20,13,17,18,28,14,15,9,9,19,16,57,5,20,18,29,17,23,2,16,8,2,17
66980,2016,33,1171,74,1216,65,H,0,29,61,1,9,15,25,18,33,13,16,5,3,20,20,58,12,38,13,18,7,21,11,12,8,2,23
66981,2016,33,1173,86,1316,71,H,0,34,62,6,15,12,20,10,31,24,10,4,7,15,26,63,14,32,5,7,7,24,17,11,4,4,17
66982,2016,33,1177,96,1152,72,H,0,31,57,11,20,23,31,10,34,20,17,8,7,17,25,71,8,29,14,21,14,22,9,15,6,3,24
66983,2016,33,1178,76,1318,73,H,0,29,60,8,18,10,11,9,18,14,13,13,4,21,25,44,11,21,12,18,6,23,16,24,8,4,15
66984,2016,33,1180,66,1247,53,A,0,21,54,3,11,21,24,12,29,11,15,6,2,20,17,46,4,16,15,27,8,24,9,17,9,6,21
66985,2016,33,1181,82,1138,59,H,0,24,59,5,14,29,36,11,32,10,7,4,6,15,22,66,5,23,10,16,15,27,8,14,5,6,27
66986,2016,33,1183,79,1297,73,H,1,28,56,7,18,16,27,5,29,15,15,8,3,19,28,67,5,26,12,18,14,31,15,19,5,2,24
66987,2016,33,1184,74,1366,71,A,0,21,56,8,30,24,27,12,22,13,19,10,2,30,22,42,1,13,26,39,10,23,15,25,8,3,26
66988,2016,33,1191,85,1293,81,A,1,32,57,2,7,19,24,7,24,21,17,11,3,20,28,55,10,21,15,17,4,22,15,18,7,1,19
66989,2016,33,1200,86,1148,54,H,0,32,60,9,20,13,17,9,26,18,15,12,3,19,18,47,5,16,13,20,8,20,13,26,5,1,18
66990,2016,33,1206,63,1335,44,H,0,27,60,3,12,6,13,13,32,7,7,6,4,11,17,53,5,20,5,6,5,25,7,11,1,0,11
66991,2016,33,1207,79,1393,72,H,0,25,52,8,21,21,29,14,21,16,14,6,3,20,24,63,7,27,17,21,18,14,13,11,9,2,24
66992,2016,33,1210,76,1408,68,A,0,30,69,6,17,10,14,15,23,6,10,9,3,19,26,58,7,21,9,17,11,26,10,16,1,3,17
66993,2016,33,1214,74,1164,71,A,1,26,63,2,16,20,31,16,33,7,18,7,2,21,26,73,4,21,15,20,16,27,8,15,10,1,24
66994,2016,33,1219,66,1205,64,A,0,27,56,5,10,7,16,7,24,10,13,7,1,14,23,63,5,25,13,14,16,28,13,16,8,2,20
66995,2016,33,1228,80,1441,68,H,0,28,53,7,18,17,21,9,25,14,16,7,1,18,21,48,11,24,15,18,3,18,12,19,8,2,20
66996,2016,33,1231,92,1287,59,H,0,30,53,5,15,27,36,12,23,11,13,7,7,25,16,51,4,14,23,28,16,15,9,23,6,2,28
66997,2016,33,1234,95,1282,75,H,0,34,72,12,25,15,19,16,26,22,6,6,8,15,29,66,7,18,10,16,14,24,12,12,5,3,18
66998,2016,33,1237,78,1275,64,H,0,25,54,6,14,22,24,12,28,13,14,4,4,19,23,60,4,16,14,17,9,18,9,8,4,2,20
66999,2016,33,1239,86,1240,82,A,0,29,51,10,20,18,24,6,35,15,14,1,1,22,27,65,12,32,16,27,8,21,13,6,4,3,20
67000,2016,33,1242,75,1217,69,H,0,28,59,6,14,13,25,10,21,17,12,11,5,14,25,57,7,19,12,15,11,28,15,19,3,3,22
67001,2016,33,1245,66,1156,62,A,0,25,51,2,12,14,22,11,23,15,13,5,2,18,24,55,6,17,8,14,11,18,17,13,6,1,24
67002,2016,33,1249,82,1226,70,H,0,25,52,6,18,26,39,10,22,15,11,6,3,22,22,53,4,19,22,31,13,24,10,16,6,2,30
67003,2016,33,1253,67,1308,53,H,0,25,58,14,25,3,9,10,26,16,12,7,0,18,18,54,4,15,13,20,16,27,11,17,4,2,9
67004,2016,33,1257,111,1213,63,H,0,38,70,10,22,25,36,23,32,17,11,8,9,22,20,54,3,13,20,28,7,13,6,15,4,1,24
67005,2016,33,1260,68,1166,65,H,0,25,60,8,20,10,14,9,23,17,9,4,2,18,25,59,6,20,9,16,15,30,12,12,4,5,18
67006,2016,33,1266,104,1263,67,H,0,40,65,7,13,17,26,8,37,26,14,12,11,18,24,72,8,29,11,18,16,21,20,16,11,3,20
67007,2016,33,1272,80,1369,65,H,0,31,64,3,16,15,22,10,28,22,11,5,5,18,24,60,3,12,14,21,13,22,10,14,7,0,21
67008,2016,33,1273,68,1108,43,H,0,22,45,6,13,18,22,9,28,17,12,7,3,21,13,46,4,20,13,20,7,16,6,11,2,1,19
67009,2016,33,1274,88,1150,60,H,0,29,54,7,14,23,27,4,37,19,12,3,3,17,23,67,3,18,11,17,9,23,13,5,5,1,19
67010,2016,33,1276,82,1223,57,H,0,28,58,11,23,15,20,8,25,14,6,6,6,16,22,51,5,8,8,11,6,23,10,16,0,2,17
67011,2016,33,1277,76,1127,33,H,0,30,64,7,26,9,14,12,41,24,9,5,5,15,10,60,2,17,11,15,9,24,7,10,5,2,14
67012,2016,33,1279,74,1269,64,N,0,26,56,5,19,17,24,13,27,14,13,9,3,19,22,57,8,26,12,24,11,19,17,13,5,1,19
67013,2016,33,1283,64,1329,63,A,0,25,60,7,17,7,10,10,31,11,15,7,3,19,23,54,6,18,11,16,4,27,15,14,8,2,14
67014,2016,33,1291,85,1259,68,H,0,26,63,12,22,21,33,14,24,16,18,11,6,22,25,61,2,17,16,21,14,28,9,26,9,5,26
67015,2016,33,1292,68,1375,55,H,0,22,48,11,19,13,22,10,35,15,19,5,8,22,20,59,3,13,12,21,11,19,6,14,12,2,21
67016,2016,33,1299,66,1224,63,H,0,22,60,4,20,18,22,9,30,12,10,4,1,23,17,56,3,14,26,35,14,31,6,15,6,0,20
67017,2016,33,1300,70,1271,59,H,0,26,56,1,12,17,23,14,19,8,15,7,2,16,21,50,5,20,12,16,12,19,10,22,6,7,21
67018,2016,33,1301,99,1137,86,H,0,31,57,9,17,28,35,16,24,13,14,6,6,13,32,62,13,27,9,15,7,14,22,9,9,3,24
67019,2016,33,1304,73,1101,63,H,0,21,49,4,16,27,36,11,23,10,12,12,5,18,22,47,5,15,14,17,4,21,5,20,8,4,23
67020,2016,33,1312,90,1262,77,H,0,29,59,10,24,22,29,11,20,20,9,7,2,15,29,58,12,30,7,10,9,23,15,18,3,2,23
67021,2016,33,1315,65,1133,59,A,2,21,65,4,21,19,36,18,36,10,16,10,3,25,22,59,6,24,9,22,11,33,11,21,7,4,23
67022,2016,33,1321,81,1188,56,H,0,30,58,9,22,12,23,14,31,24,10,2,11,20,20,58,5,12,11,16,9,22,14,7,2,5,24
67023,2016,33,1324,92,1352,74,A,0,30,66,11,29,21,33,13,37,18,11,3,3,21,25,67,6,26,18,32,14,31,11,12,9,5,24
67024,2016,33,1326,89,1440,62,H,0,33,69,8,26,15,19,17,31,14,9,7,5,12,20,57,12,31,10,12,7,20,11,14,3,3,17
67025,2016,33,1331,70,1409,68,A,0,26,58,8,17,10,11,6,29,6,13,3,3,17,22,58,7,24,17,21,9,26,10,9,6,2,16
67026,2016,33,1333,66,1305,62,H,0,27,66,5,14,7,12,15,28,13,9,7,9,19,21,65,7,22,13,20,19,28,10,12,6,11,15
67027,2016,33,1336,81,1185,70,H,0,22,61,9,21,28,38,19,30,13,16,4,0,25,23,54,4,17,20,31,6,26,8,13,11,3,26
67028,2016,33,1337,70,1169,55,A,0,29,67,5,13,7,9,13,19,14,10,12,5,12,23,57,3,10,6,6,15,27,12,22,6,3,13
67029,2016,33,1344,74,1348,72,A,0,30,55,2,8,12,13,8,18,7,11,7,3,12,28,62,7,21,9,13,17,17,10,12,5,1,14
67030,2016,33,1345,70,1307,58,H,0,23,62,3,21,21,28,17,34,13,19,8,4,20,21,54,5,13,11,17,3,25,15,19,9,4,27
67031,2016,33,1350,82,1320,67,H,0,30,56,13,25,9,12,6,25,23,10,7,1,15,27,57,7,18,6,11,7,21,14,12,6,1,17
67032,2016,33,1354,79,1197,67,A,0,28,52,5,9,18,25,8,28,11,8,9,3,18,21,53,7,17,18,25,10,23,13,13,3,1,22
67033,2016,33,1356,95,1317,63,A,0,36,53,10,15,13,19,6,22,13,14,10,0,19,24,52,2,18,13,22,8,15,6,16,6,1,19
67034,2016,33,1360,53,1361,48,N,0,18,54,10,27,7,11,11,24,12,11,9,6,20,15,48,4,13,14,20,10,26,9,13,5,6,12
67035,2016,33,1365,78,1363,75,H,0,30,59,4,11,14,18,6,31,16,12,4,1,20,22,58,9,32,22,28,8,25,13,10,5,6,17
67036,2016,33,1371,84,1353,55,A,0,31,66,7,17,15,23,18,35,10,14,8,3,15,20,60,5,19,10,16,9,23,9,13,8,8,19
67037,2016,33,1372,66,1411,62,H,0,23,58,10,23,10,11,10,17,15,13,6,2,21,24,49,4,14,10,17,12,26,14,20,6,4,19
67038,2016,33,1374,98,1306,44,H,0,33,57,14,25,18,24,14,34,23,11,6,8,16,16,60,4,24,8,11,11,12,9,12,5,0,21
67039,2016,33,1376,81,1378,63,H,0,29,61,7,21,16,25,6,26,14,12,12,6,15,24,68,2,15,13,22,20,26,9,19,8,6,20
67040,2016,33,1377,85,1278,81,A,2,33,71,6,19,13,19,9,32,22,13,6,3,28,24,68,6,24,27,35,18,32,14,17,7,7,21
67041,2016,33,1381,68,1430,54,A,0,20,55,5,17,23,25,9,29,14,15,8,0,10,23,63,5,20,3,6,12,28,8,18,5,8,24
67042,2016,33,1382,81,1325,68,H,0,27,65,10,22,17,20,13,24,17,6,6,2,11,25,54,9,26,9,10,6,26,18,13,3,6,20
67043,2016,33,1392,91,1343,77,H,0,33,52,7,11,18,21,6,35,26,18,3,10,16,27,74,10,34,13,15,14,14,15,6,8,2,19
67044,2016,33,1394,47,1402,39,H,0,15,51,5,21,12,18,16,26,8,16,8,8,24,9,42,3,11,18,27,11,24,4,15,9,2,22
67045,2016,33,1395,76,1159,49,H,0,30,59,5,14,11,18,14,26,19,11,5,5,14,18,49,7,26,6,10,5,18,11,16,3,3,18
67046,2016,33,1398,74,1391,54,H,0,31,65,2,17,10,11,16,25,15,14,8,6,18,16,47,1,12,21,26,8,19,4,18,6,1,13
67047,2016,33,1399,81,1252,78,A,0,27,71,12,31,15,18,14,30,15,14,6,5,18,28,63,11,37,11,16,7,32,21,16,8,5,17
67048,2016,33,1406,83,1357,61,H,0,34,72,5,15,10,18,18,31,14,11,7,8,18,21,59,3,13,16,23,10,23,10,11,6,5,18
67049,2016,33,1412,74,1229,61,A,0,28,56,9,22,9,14,11,28,19,15,8,4,16,22,61,5,32,12,16,14,21,11,12,8,1,18
67050,2016,33,1416,88,1227,58,H,0,26,57,7,20,29,37,11,26,14,5,10,13,16,22,70,4,17,10,21,27,24,10,16,3,3,28
67051,2016,33,1420,70,1255,59,A,0,25,48,10,21,10,14,7,28,17,12,1,3,15,23,58,6,19,7,8,8,18,10,6,6,2,20
67052,2016,33,1426,76,1431,62,A,0,26,58,9,28,15,20,9,32,18,12,5,3,20,24,56,5,23,9,17,7,27,17,11,9,1,22
67053,2016,33,1428,96,1236,79,H,0,38,61,7,16,13,23,7,29,22,10,7,5,14,31,69,13,27,4,4,9,21,15,11,8,1,20
67054,2016,33,1438,67,1456,52,H,0,26,58,2,11,13,17,8,24,10,6,15,5,12,19,46,6,19,8,13,6,26,8,19,4,2,16
67055,2016,33,1439,80,1115,45,H,0,21,52,7,14,31,40,18,26,13,17,11,3,17,15,52,4,19,11,17,12,14,10,21,9,3,30
67056,2016,33,1452,87,1244,54,H,0,34,65,4,11,15,29,19,21,23,17,13,3,20,19,43,1,7,15,17,5,22,4,31,11,2,25
67057,2016,33,1455,68,1387,53,A,0,26,54,6,20,10,11,7,20,19,9,8,3,21,16,36,5,12,16,23,4,22,13,18,5,3,14
67058,2016,33,1457,74,1342,70,H,0,21,46,4,17,28,41,8,24,10,14,3,5,23,23,53,4,12,20,27,6,22,4,11,6,1,30
67059,2016,33,1458,76,1396,60,H,0,27,59,6,11,16,21,10,28,13,7,5,2,13,22,58,7,20,9,11,6,23,11,7,3,4,16
67060,2016,33,1462,95,1443,64,H,0,32,56,7,16,24,33,10,30,21,9,5,4,15,24,62,5,22,11,17,12,20,10,13,6,4,25
67061,2016,33,1463,72,1436,54,H,0,27,50,6,15,12,22,11,33,15,20,5,9,19,18,59,5,16,13,21,10,17,7,10,10,2,20
67062,2016,34,1124,69,1435,67,H,0,26,65,5,11,12,20,20,19,18,7,7,3,17,22,47,10,21,13,17,9,23,17,17,6,6,17
67063,2016,34,1153,87,1288,66,H,0,35,73,6,29,11,18,20,29,25,10,9,6,14,26,67,8,17,6,13,15,22,11,12,5,2,14
67064,2016,34,1155,66,1459,51,H,0,21,50,8,15,16,26,8,28,15,9,3,6,19,16,49,7,17,12,14,7,27,12,14,3,2,22
67065,2016,34,1157,63,1347,58,H,0,25,62,4,15,9,10,11,27,9,9,11,7,11,21,60,9,24,7,14,14,26,10,13,3,3,14
67066,2016,34,1160,88,1161,77,A,0,31,66,8,22,18,21,14,28,18,7,4,3,19,26,64,12,23,13,17,12,24,11,8,4,4,20
67067,2016,34,1162,82,1174,69,H,0,27,57,9,28,19,26,8,26,14,6,6,5,18,22,50,9,19,16,22,5,26,12,12,2,5,23
67068,2016,34,1195,84,1198,76,A,1,33,73,8,14,10,17,14,26,19,9,11,4,20,26,53,6,14,18,30,7,30,16,16,8,10,16
67069,2016,34,1199,76,1433,71,N,0,29,64,5,13,13,16,14,25,16,19,13,8,12,27,63,10,19,7,8,11,22,12,20,10,5,17
67070,2016,34,1220,86,1111,80,N,0,31,61,9,18,15,27,11,20,15,7,8,7,18,27,64,11,25,15,18,18,26,12,16,2,9,25
67071,2016,34,1241,107,1267,84,H,0,34,68,14,29,25,34,17,37,23,10,1,2,22,31,72,7,36,15,28,13,21,16,8,6,5,25
67072,2016,34,1258,77,1415,76,H,0,27,63,9,22,14,18,13,27,18,13,9,3,20,23,58,9,27,21,24,10,26,16,15,6,6,18
67073,2016,34,1262,68,1130,66,A,0,23,54,9,22,13,23,6,29,14,12,10,3,18,22,59,10,30,12,23,14,30,10,17,8,4,21
67074,2016,34,1265,75,1264,70,A,0,22,43,9,16,22,26,5,19,14,16,4,1,19,25,54,9,24,11,17,12,16,18,20,8,1,22
67075,2016,34,1284,56,1310,42,A,0,19,48,3,16,15,16,7,28,7,19,12,6,19,17,55,4,24,4,10,12,23,8,20,10,1,18
67076,2016,34,1303,100,1286,97,A,0,37,71,4,15,22,25,12,24,13,11,13,1,18,34,66,15,31,14,21,12,23,13,16,5,6,21
67077,2016,34,1314,98,1172,65,H,0,38,75,8,23,14,17,15,37,21,15,7,3,18,23,67,8,31,11,13,7,24,13,14,4,4,16
67078,2016,34,1338,100,1146,47,H,0,37,68,9,19,17,25,14,38,29,10,6,6,19,19,60,1,12,8,23,12,22,6,17,6,5,18
67079,2016,34,1346,78,1145,76,A,0,29,61,6,16,14,18,16,29,12,18,5,5,19,27,68,8,30,14,20,15,18,13,11,6,3,18
67080,2016,34,1370,84,1290,72,H,0,32,67,9,24,11,16,13,35,25,18,6,4,12,26,66,9,25,11,18,8,26,12,13,11,3,22
67081,2016,34,1379,74,1295,62,H,0,24,47,8,15,18,23,7,26,16,15,3,0,15,21,56,8,27,12,16,12,18,10,11,5,2,18
67082,2016,34,1385,63,1383,56,H,0,23,55,3,12,14,16,13,32,11,18,2,12,16,21,62,6,21,8,13,12,21,8,10,10,4,16
67083,2016,34,1388,70,1414,60,H,0,25,50,9,17,11,16,8,22,18,8,5,2,17,19,48,9,24,13,20,11,21,12,12,4,5,15
67084,2016,34,1389,72,1373,68,H,0,21,54,6,22,24,33,9,27,10,15,3,0,25,22,55,3,13,21,32,10,25,9,14,8,6,29
67085,2016,34,1405,71,1453,69,A,0,27,58,6,16,11,13,8,25,11,16,4,5,18,24,55,8,20,13,16,9,23,15,15,8,3,18
67086,2016,34,1417,83,1253,76,H,0,33,67,7,20,10,13,13,25,22,10,7,1,15,26,58,11,30,13,16,9,23,16,13,5,1,14
67087,2016,34,1447,55,1110,48,H,0,18,57,2,16,17,18,14,22,7,16,11,5,19,15,46,6,16,12,17,12,26,10,21,7,4,23
67088,2016,34,1449,87,1168,69,H,0,29,65,11,26,18,28,16,26,18,17,8,11,21,21,61,7,19,20,31,20,23,8,20,10,2,24
67089,2016,34,1450,91,1340,67,H,0,33,62,8,21,17,22,9,31,17,15,7,5,19,25,61,2,13,15,21,9,21,11,17,6,2,16
67090,2016,35,1125,93,1252,84,A,0,32,56,8,24,21,24,7,30,18,12,6,2,16,28,68,14,38,14,18,13,18,16,9,8,1,22
67091,2016,35,1126,69,1354,54,H,0,26,61,4,20,13,17,16,27,13,9,5,9,8,22,65,5,19,5,6,17,22,13,11,3,2,13
67092,2016,35,1139,93,1440,66,H,0,36,66,10,21,11,16,14,34,19,14,8,3,19,23,62,9,27,11,16,9,19,8,12,6,1,17
67093,2016,35,1158,77,1187,73,H,0,25,56,5,15,22,29,10,30,18,8,6,2,19,29,63,5,16,10,22,12,27,14,10,3,4,22
67094,2016,35,1170,73,1230,70,H,0,28,57,8,22,9,14,10,23,15,11,8,6,21,23,57,9,25,15,21,13,21,15,11,8,2,15
67095,2016,35,1207,74,1135,57,H,0,30,61,8,23,6,9,10,32,18,18,3,6,22,16,57,3,20,22,27,12,22,7,13,6,2,12
